"","age","workclass","education.num","marital.status","occupation","relationship","race","sex","hours.per.week","native.country"
"1",-0.893887344078648,-0.145301353024776,-0.220659890781036,2.01404869562015,0.245824319593695,1.81021139466006,-3.21776485534315,-1.70232512133066,-0.474671167051754,0.264525633494888
"2",-1.68010636159224,-0.145301353024776,-0.625912215447769,1.25208948040398,0.245824319593695,0.558444504066191,-2.02067971570656,0.587284994783207,-0.474671167051754,0.264525633494888
"3",0.329120016498051,-0.145301353024776,-1.84166918944797,-0.27182895002837,-0.0113813509202417,-0.69332238652768,0.373490563566616,0.587284994783207,-0.474671167051754,0.264525633494888
"4",-0.195025995177677,-0.145301353024776,-0.625912215447769,0.490130265187803,-1.04020403297599,1.81021139466006,0.373490563566616,-1.70232512133066,-0.474671167051754,0.264525633494888
"5",-1.33067568714176,-1.16855031798799,0.995097083219163,-1.79574738046072,0.760235660621569,1.81021139466006,0.373490563566616,-1.70232512133066,-0.474671167051754,0.264525633494888
"6",0.765908359561158,-0.145301353024776,-2.2469215141147,2.01404869562015,-0.268587021434179,1.18432794936313,0.373490563566616,0.587284994783207,-0.954076461385049,0.264525633494888
"7",-1.505391024367,-0.145301353024776,-0.625912215447769,1.25208948040398,0.760235660621569,-0.0674389412307447,0.373490563566616,0.587284994783207,-0.474671167051754,-5.86348132005463
"8",-0.806529675466027,-0.145301353024776,-0.625912215447769,1.25208948040398,1.78905834267732,-0.0674389412307447,0.373490563566616,0.587284994783207,1.92235530461472,0.264525633494888
"9",-1.06860268130389,-0.145301353024776,-0.625912215447769,1.25208948040398,-0.268587021434179,1.18432794936313,0.373490563566616,0.587284994783207,-0.474671167051754,0.264525633494888
"10",-0.36974133240292,-0.145301353024776,-0.625912215447769,-0.27182895002837,-0.0113813509202417,-0.69332238652768,0.373490563566616,0.587284994783207,-0.474671167051754,0.264525633494888
"11",-0.457099001015542,-0.145301353024776,-0.625912215447769,-0.27182895002837,1.78905834267732,-0.69332238652768,0.373490563566616,0.587284994783207,0.723842068781485,0.264525633494888
